nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori
Cipete Saidi Rumah Mewah Siap Huni,5,7,682,17500000000,36157025,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-saidi-rumah-mewah-siap-huni-oleh-nizar-luthfi-17866680,10 - 20 M,30 Juta- Max
Pondok Indah Mewah di Area Premium Favorit View Taman Best Deal,5,6,350,17500000000,51470588,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-mewah-di-area-premium-favorit-view-taman-best-deal-oleh-nizar-luthfi-18598589,10 - 20 M,30 Juta- Max
Duren Tiga,6,7,536,17500000000,35000000,"Rumah Asri Siap Huni di Duren Tiga Jak-Sel, Mampang Prapatan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-duren-tiga-oleh-teguh-arisman-18468267,10 - 20 M,30 Juta- Max
For Sale Kost & Residence - Pejaten - Jaksel,10,10,800,17500000000,15909091,"Pejaten Jakarta Selatan, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-kost-residence-pejaten-jaksel-oleh-nurul-laela-roswati-s-psi-17739035,10 - 20 M,15 - 25 Juta
For sale rumah di pondok indah brand new ( hampir selesai 80% tinggal finishing ),4,4,500,17300000000,41888620,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-di-pondok-indah-brand-new-hampir-selesai-80-tinggal-finishing-oleh-ahmad-khalil-giraldi-18884665,10 - 20 M,30 Juta- Max
Lebak bulus,10,10,470,17300000000,32641509,"Lebak bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-oleh-dedy-faazli-17974506,10 - 20 M,30 Juta- Max
Dijual Rumah Mewah Segera diJakarta Selatan,5,7,420,17250000000,29844291,"Jl. Madrasah Raya, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-segera-dijakarta-selatan-oleh-elly-18002804,10 - 20 M,25 - 30 Juta
Rumah Hitung Harga Tanah TERMURAH di Cipete Dekat Antasari MRT H. NAWI Jakarta Selatan,3,4,400,17000000000,16536965,"Cipete Utara, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-hitung-harga-tanah-termurah-di-cipete-dekat-antasari-mrt-h-nawi-jakarta-selatan-oleh-bagus-aria-dewa-danta-18566887,10 - 20 M,15 - 25 Juta
Rumah Pondok Indah,3,4,650,17000000000,38116592,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pondok-indah-oleh-son-son-18944499,10 - 20 M,30 Juta- Max
Rumah Dijual Lokasi Lebak Bulus,4,4,600,17000000000,10000000,"Rumah Dijual Lokasi Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-lokasi-lebak-bulus-oleh-raharja-hadi-bastari-18678116,10 - 20 M,0 - 10 Juta
RUMAH MURAH CIPETE,4,4,350,17000000000,14579760,"jl saraswati, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-cipete-oleh-indah-17453093,10 - 20 M,10 - 15 Juta
Dijual Rumah Siap Huni di Cipete Dalam Jl Cipete Dalam Strategis,4,4,350,17000000000,23035230,"Jl Cipete Dalam, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-di-cipete-dalam-jl-cipete-dalam-strategis-oleh-dewi-sabina-18277275,10 - 20 M,15 - 25 Juta
Dijual Cepat Rumah di Pondok Indah,4,6,315,17000000000,60283688,"Jakarta Selatan, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-di-pondok-indah-oleh-nurul-laela-roswati-s-psi-18384264,10 - 20 M,30 Juta- Max
Bangka - Kemang Rumah Sangat Terawat Bangunan Luas Harga Menarik Semi Furnished,5,6,650,17000000000,22666667,"Bangka, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-bangka-kemang-rumah-sangat-terawat-bangunan-luas-harga-menarik-semi-furnished-oleh-nizar-luthfi-18704746,10 - 20 M,15 - 25 Juta
Jual Rumah Minimalis Mewah Siap Huni di Mampang Jakarta Selatan,5,5,457,17000000000,33530572,"Mampang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-minimalis-mewah-siap-huni-di-mampang-jakarta-selatan-oleh-toyo-18937789,10 - 20 M,30 Juta- Max
Dijual Rumah Kemang Village Jakarta Selatan,5,5,507,17000000000,37199125,"Kemang Village Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-kemang-village-jakarta-selatan-oleh-toyo-nugraha-18929792,10 - 20 M,30 Juta- Max
Rumah Mewah Di Pondok Indah Jakarta Selatan,7,7,500,17000000000,41871921,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ilham-17904378,10 - 20 M,30 Juta- Max
"Kemang Harga Murah Design Bali Resort, Bangka, Kemang, Jaksel",4,4,700,16900000000,15943396,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-harga-murah-design-bali-resort-bangka-kemang-jaksel-oleh-nizar-luthfi-17780995,10 - 20 M,15 - 25 Juta
Rumah Tua LT394 @Hang Jebat raya Posisi HOOK Sangat Strategis Depan Kampus MENKES RI Nego Keras,4,6,250,16750000000,42512690,"Hang Jebat Raya, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-tua-lt394-hang-jebat-raya-posisi-hook-sangat-strategis-depan-kampus-menkes-ri-nego-keras-oleh-zainal-abidin-18806584,10 - 20 M,30 Juta- Max
Rumah Strategis Jl. Guntur,2,3,200,16500000000,35407725,"Jl. Guntur, Setia Budi, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-strategis-jl-guntur-oleh-octavia-sylvie-17538640,10 - 20 M,30 Juta- Max
Dijual Rumah Pribadi Mewah Lokasi di Kawasan Utama Cipete Jakarta Selatan,4,5,414,16500000000,22237197,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-pribadi-mewah-lokasi-di-kawasan-utama-cipete-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18925738,10 - 20 M,15 - 25 Juta
Kemang Dalam Rumah Mewah Siap Huni Best Deal,4,4,470,16500000000,39759036,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-dalam-rumah-mewah-siap-huni-best-deal-oleh-nizar-luthfi-18172245,10 - 20 M,30 Juta- Max
For sale rumah mewah desain modern tropis di cipete jakarta selatan,4,5,560,16500000000,40540541,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-mewah-desain-modern-tropis-di-cipete-jakarta-selatan-oleh-ahmad-khalil-giraldi-18884648,10 - 20 M,30 Juta- Max
Rumah Mewah dalam Townhouse 4 Kamar Tidur Private Pool di Cipete - Cilandak Jakarta Selatan,4,4,500,16500000000,41250000,"Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dalam-townhouse-4-kamar-tidur-private-pool-di-cipete-cilandak-jakarta-selatan-oleh-iskandar-18479196,10 - 20 M,30 Juta- Max
"Dijual Cepat! !! DiJual Cepat ! !! Cipete LT 758 m2, Hrg 16. 5 Milyar Jakarta Selatan",5,5,800,16500000000,21767810,"Jalan Cipete Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-dijual-cepat-cipete-lt-758-m2-hrg-16-5-milyar-jakarta-selatan-oleh-teddy-17150156,10 - 20 M,15 - 25 Juta
Rumah Terawat di Fatmawati,5,6,414,16500000000,22790055,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-di-fatmawati-oleh-aii-dyana-18254698,10 - 20 M,15 - 25 Juta
"Di jual rumah mewah desain modern tropis di cipete, jakarta selatan !",5,7,560,16500000000,40841584,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-di-jual-rumah-mewah-desain-modern-tropis-di-cipete-jakarta-selatan-oleh-ahmad-sauqi-18880304,10 - 20 M,30 Juta- Max
Rumah Modern Tropis Dengan Private Pool di Cilandak,5,5,500,16500000000,41250000,"Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-modern-tropis-dengan-private-pool-di-cilandak-oleh-archangela-imelda-18874219,10 - 20 M,30 Juta- Max
1Park Home Gandaria,5,4,362,16500000000,82500000,"Jl. KH. Syafei Hadzami, Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1park-home-gandaria-oleh-haryono-wijaya-17082257,10 - 20 M,30 Juta- Max
Jual Rumah Klasik Di Cipete,3,4,353,16000000000,20176545,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-klasik-di-cipete-oleh-wisnuwardana-17854965,10 - 20 M,15 - 25 Juta
"Blok M , Kebayoran Baru",3,3,450,16000000000,62745098,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-blok-m-kebayoran-baru-oleh-dewi-18914209,10 - 20 M,30 Juta- Max
1 Park Homes Gandaria Jakarta Selatan,3,3,362,16000000000,80000000,"Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1-park-homes-gandaria-jakarta-selatan-oleh-randi-cavinus-17694095,10 - 20 M,30 Juta- Max
1 Park Homes Gandaria,3,3,362,16000000000,80000000,"Gandaria, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-1-park-homes-gandaria-oleh-randi-c-17726298,10 - 20 M,30 Juta- Max
"Design rumah yang elegance, unik & kokoh, Halaman yang luas",4,4,330,16000000000,9395185,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-design-rumah-yang-elegance-unik-kokoh-halaman-yang-luas-oleh-christine-18427466,10 - 20 M,0 - 10 Juta
Dijual rumah di jagakarsa LT 1703m,4,4,330,16000000000,9395185,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-jagakarsa-lt-1703m-oleh-dewi-sabina-18409807,10 - 20 M,0 - 10 Juta
Dijual Rumah Lokasi Jagakarsa Jakarta Selatan,4,4,350,16000000000,9395185,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-jagakarsa-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17871754,10 - 20 M,0 - 10 Juta
Jual Rumah Tropis Jagakarsa,4,4,330,16000000000,9395185,"Cipedak, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-jagakarsa-oleh-ria-yuliantini-18802843,10 - 20 M,0 - 10 Juta
Jual Rumah Tropis Jagakarsa,4,4,330,16000000000,9395185,"Cipedak Jagakarsa Jakarta Selatan, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-tropis-jagakarsa-oleh-ria-yuliantini-18789473,10 - 20 M,0 - 10 Juta
"Dijual Rumah Elegance, Unik dan Kokoh di Cipedak Jakarta Selatan",4,4,330,16000000000,9395185,"Jakarta Selatan, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-elegance-unik-dan-kokoh-di-cipedak-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18409815,10 - 20 M,0 - 10 Juta
Rumah Kaffi Cipedak,4,4,350,16000000000,9406232,"Jl. Muh. Kaffi, Cipedak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-kaffi-cipedak-oleh-elly-susanto-17693070,10 - 20 M,0 - 10 Juta
Pejaten Barat Harga Miring Rumah Spek Mewah & Jalan Lebar Tinggal Perapian,4,5,600,16000000000,16528926,"Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pejaten-barat-harga-miring-rumah-spek-mewah-jalan-lebar-tinggal-perapian-oleh-nizar-luthfi-18646089,10 - 20 M,15 - 25 Juta
Cipete Dalam Komplek Elit Bangunan Kokoh & Layak Huni,4,4,385,16000000000,20565553,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-dalam-komplek-elit-bangunan-kokoh-layak-huni-oleh-nizar-luthfi-18442001,10 - 20 M,15 - 25 Juta
cipete,4,5,450,16000000000,42216359,"cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dedy-faazli-18777610,10 - 20 M,30 Juta- Max
Rumah Pondok Indah,4,4,450,16000000000,52631579,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pondok-indah-oleh-yanti-18639025,10 - 20 M,30 Juta- Max
"Dijual Rumah Mewah di Permata Hijau, Jakarta Selatan",4,4,600,16000000000,53333333,"Permata Hijau Jakarta Selatan, Permata Hijau, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-permata-hijau-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-17733915,10 - 20 M,30 Juta- Max
Kemang - Ampera Dalam Komplek Elite,5,5,660,16000000000,23880597,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-ampera-dalam-komplek-elite-oleh-helmi-10305266,10 - 20 M,15 - 25 Juta
Jl. Kenanga ~ Mewah ~ Area Tenang,5,5,660,16000000000,23880597,"Jl. Kenanga, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-kenanga-mewah-area-tenang-oleh-helmi-17650246,10 - 20 M,15 - 25 Juta
Cipete,5,5,389,16000000000,53511706,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-ferdy-18701930,10 - 20 M,30 Juta- Max
Kemang Bebas Banjir Hunian Nyaman & Tenang bangunan bagus,6,8,500,16000000000,22662890,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-bebas-banjir-hunian-nyaman-tenang-bangunan-bagus-oleh-nizar-luthfi-18555125,10 - 20 M,15 - 25 Juta
Perumahan,8,8,450,16000000000,10000000,"WR Supratman kp Utan, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-perumahan-oleh-dede-18182533,10 - 20 M,0 - 10 Juta
Rumah Mewah Lokasi Strategis ada Kolam Renang Dekat Pondok Indah,8,10,1000,16000000000,20000000,"Tanah Kusir, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-lokasi-strategis-ada-kolam-renang-dekat-pondok-indah-oleh-dhenis-emanuel-18699451,10 - 20 M,15 - 25 Juta
Cipete,8,7,800,16000000000,21108179,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-oleh-dedy-faazli-18874673,10 - 20 M,15 - 25 Juta
Dijual Kost-kostan Elite 3 Lantai di Daerah Fatmawati Jakarta Selatan,0,10,450,16000000000,50632911,"Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-kost-kostan-elite-3-lantai-di-daerah-fatmawati-jakarta-selatan-oleh-nurul-laela-roswati-s-psi-18764077,10 - 20 M,30 Juta- Max
"Turun Harga! !! !! , Rumah Strategis di Tebet Utara Cocok untuk Perumahan , Tempat Usaha atau Kantor",3,4,300,15600000000,24261275,"Jl. Tebet Utara, Tebet Utara, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-strategis-di-tebet-utara-cocok-untuk-perumahan-tempat-usaha-atau-kantor-oleh-korinof-dasir-18877060,10 - 20 M,15 - 25 Juta
Rumah di Area Kemang,3,5,650,15500000000,16012397,"Kemang, Jakarta Selatan, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-area-kemang-oleh-novi-jusmanto-e-17440337,10 - 20 M,15 - 25 Juta
"Cipete, Rumah Cantik Satu Lantai Hadap Timur",3,4,350,15500000000,24603175,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-rumah-cantik-satu-lantai-hadap-timur-oleh-nina-ika-dewandari-18304265,10 - 20 M,15 - 25 Juta
"Turun harga, rumah tua jalan dekat Majestik, Kebayoran Baru",3,4,180,15500000000,44285714,"Hangjebat, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-tua-jalan-dekat-majestik-kebayoran-baru-oleh-chandra-sidik-18174402,10 - 20 M,30 Juta- Max
asoka townhouse,4,4,750,15500000000,38750000,"mimosa, buncit, pejaten, pasar minggu, Buncit, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-asoka-townhouse-oleh-agus-faisal-18398517,10 - 20 M,30 Juta- Max
Akses Kebayoran Kemang Rumah Mewah Private Pool di Cipete Selatan Jakarta,4,5,389,15500000000,51839465,"Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-akses-kebayoran-kemang-rumah-mewah-private-pool-di-cipete-selatan-jakarta-oleh-asrila-18944105,10 - 20 M,30 Juta- Max
Dijual rumah mewah di kawasan premium admiralty  dekat dengan Mall one bell park Fatmawati Jakarta s,6,5,400,15500000000,25833333,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-kawasan-premium-admiralty-dekat-dengan-mall-one-bell-park-fatmawati-jakarta-s-oleh-ahmad-sauqi-18846433,10 - 20 M,25 - 30 Juta
Dijual rumah mewah 2 lantai terletak di kawasan premium admiralty  dekat dengan Mall one bell park F,6,5,400,15500000000,25833333,"Fatmawati, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-2-lantai-terletak-di-kawasan-premium-admiralty-dekat-dengan-mall-one-bell-park-f-oleh-ahmad-sauqi-18932226,10 - 20 M,25 - 30 Juta
Rumah Terawat dan Nyaman,0,3,250,15500000000,48437500,"Panglima Polim, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-terawat-dan-nyaman-oleh-novi-jusmanto-e-16470649,10 - 20 M,30 Juta- Max
Ampera Rumah Bagus Nuansa Bali,2,3,600,15000000000,15856237,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-rumah-bagus-nuansa-bali-oleh-irena-saptari-18819875,10 - 20 M,15 - 25 Juta
LEBAK BULUS  -  HARGA MURAH - RUMAH HALAMAN LUAS,3,4,600,15000000000,10000000,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-harga-murah-rumah-halaman-luas-oleh-anna-17073252,10 - 20 M,0 - 10 Juta
Lebak bulus rumah asri & cantik fasilitas lengkap dengan harga menarik & siap huni,3,4,550,15000000000,13888889,"Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-lebak-bulus-rumah-asri-cantik-fasilitas-lengkap-dengan-harga-menarik-siap-huni-oleh-nizar-luthfi-18106791,10 - 20 M,10 - 15 Juta
Rumah Dijual Kavling polri Cilandak Jakarta Selatan,3,5,425,15000000000,15000000,"Kavling Polri Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-kavling-polri-cilandak-jakarta-selatan-oleh-windi-17343140,10 - 20 M,10 - 15 Juta
Kemang Hitung Tanah Termurah hanya 18jt/m² Nego,3,4,270,15000000000,18159806,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-hitung-tanah-termurah-hanya-18jt-m-nego-oleh-nizar-luthfi-18443584,10 - 20 M,15 - 25 Juta
Dijual Rumah Kawasan Cipete bebas banjir,3,4,353,15000000000,18915511,"Cipete Selatan, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-kawasan-cipete-bebas-banjir-oleh-doni-santoso-18878479,10 - 20 M,15 - 25 Juta
Rumah Mewah Hitung Tanah Lokasi Prime Cipete,3,3,250,15000000000,20519836,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-hitung-tanah-lokasi-prime-cipete-oleh-remmi-michael-18681922,10 - 20 M,15 - 25 Juta
Jual rumah jl. Rs Fatmawati murah harga NJOP jakarta selatan,3,4,145,15000000000,31120332,"Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jual-rumah-jl-rs-fatmawati-murah-harga-njop-jakarta-selatan-oleh-dewi-sabina-18934390,10 - 20 M,30 Juta- Max
Tebet,3,4,350,15000000000,37688442,"Tebet Raya, Tebet, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-tebet-oleh-teddy-hermawan-18846152,10 - 20 M,30 Juta- Max
HARGA MENARIK AREA PREMIUM PONDOK INDAH BUILD BY PARAMA DHARMA,3,4,580,15000000000,46012270,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-harga-menarik-area-premium-pondok-indah-build-by-parama-dharma-oleh-nizar-luthfi-18037921,10 - 20 M,30 Juta- Max
"3 Bedrooms Rumah Pondok Indah, Jakarta Selatan, DKI Jakarta",3,3,450,15000000000,49342105,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-indah-jakarta-selatan-dki-jakarta-oleh-sarman-17926055,10 - 20 M,30 Juta- Max
Kemang Utara Bebas Banjir di lingkungan tenang & akses 2 mobil,4,7,400,15000000000,14925373,"Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemang-utara-bebas-banjir-di-lingkungan-tenang-akses-2-mobil-oleh-nizar-luthfi-18599570,10 - 20 M,10 - 15 Juta
Dijual rumah mewah di jati padang jakarta selatan !,4,6,413,15000000000,16759777,"Jati padang, Jati Padang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-di-jati-padang-jakarta-selatan-oleh-ahmad-sauqi-18743644,10 - 20 M,15 - 25 Juta
Ampera - Cilandak Rumah Mewah Terawat dgn Swimming Pool Jalan Lebar,4,4,450,15000000000,23510972,"Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-ampera-cilandak-rumah-mewah-terawat-dgn-swimming-pool-jalan-lebar-oleh-nizar-luthfi-18801964,10 - 20 M,15 - 25 Juta
DIJUAL RUMAH LAMA Lt 600 m2 JL GAHARU CIPETE,4,4,500,15000000000,25000000,"Cipete, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-lama-lt-600-m2-jl-gaharu-cipete-oleh-ino-sutrisno-18432065,10 - 20 M,15 - 25 Juta
"DIJUAL RUMAH SECOND, SIAP HUNI, KONDISI TERAWAT AREA KEMANG TIMUR JAKARTA SELATAN .",4,4,400,15000000000,37974684,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-second-siap-huni-kondisi-terawat-area-kemang-timur-jakarta-selatan-oleh-zainab-alattas-18889963,10 - 20 M,30 Juta- Max
Terbet Raya rumah siap huni lokasi strategis jalan lebar cocok untuk usaha kuliner dan komersial,4,5,237,15000000000,38759690,"Tebet raya, Tebet Raya, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-terbet-raya-rumah-siap-huni-lokasi-strategis-jalan-lebar-cocok-untuk-usaha-kuliner-dan-komersial-oleh-cecep-baskara-17141487,10 - 20 M,30 Juta- Max
Rumah Dijual Pondok Indah,4,5,600,15000000000,45731707,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-dijual-pondok-indah-oleh-andien-rr-18341376,10 - 20 M,30 Juta- Max
Pondok Indah Mall,4,6,580,15000000000,46012270,"Jl Metro Pondok Indah, Kebayoran Lama, Jakarta, Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pondok-indah-mall-oleh-olive-dirk-18399810,10 - 20 M,30 Juta- Max
Cipete Utara Jakarta Selatan,4,5,422,15000000000,46875000,"Cipete Utara, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cipete-utara-jakarta-selatan-oleh-windi-18840132,10 - 20 M,30 Juta- Max
For sale rumah mewah di pondok indah jakarta selatan,4,5,450,15000000000,49668874,"Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-for-sale-rumah-mewah-di-pondok-indah-jakarta-selatan-oleh-ahmad-khalil-giraldi-18875179,10 - 20 M,30 Juta- Max
dijual rumah baru pondok indah,4,4,400,15000000000,50000000,"kartika pondok indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-pondok-indah-oleh-tabah-pranatio-18916493,10 - 20 M,30 Juta- Max
Kebayoran Baru Hang Lekir Sangat Dekat Dengan Sudirman Senayan City,4,4,327,15000000000,58139535,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kebayoran-baru-hang-lekir-sangat-dekat-dengan-sudirman-senayan-city-oleh-nizar-luthfi-18345031,10 - 20 M,30 Juta- Max
House For Sale in Kemang Harga dibawah NJOP !,5,7,400,15000000000,20604396,"Kemang, Kemang, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-house-for-sale-in-kemang-harga-dibawah-njop-oleh-ahmad-sauqi-18887396,10 - 20 M,15 - 25 Juta
Rumah MEWAH Murah Dekat PONDOK INDAH di Radio Dalam Kebayoran Jakarta Selatan,5,6,625,15000000000,25817556,"Radio Dalam, Kebayoran Baru, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-dekat-pondok-indah-di-radio-dalam-kebayoran-jakarta-selatan-oleh-bagus-aria-dewa-danta-18566861,10 - 20 M,25 - 30 Juta
Rumah Mewah Di Area Elit Pondok Indah Posisi Hook,5,5,400,15000000000,49342105,"Pondok Indah, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-area-elit-pondok-indah-posisi-hook-oleh-yoni-topan-18087525,10 - 20 M,30 Juta- Max
