nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori
"Dijual Cepat Rumah Akses Dekat Jalan Utama Jombang, Bintaro Tangerang",2,4,180,1300000000,10317460,"jalan jombang raya, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-akses-dekat-jalan-utama-jombang-bintaro-tangerang-oleh-azhar-17092586,"0 - 1,5 M",10 - 15 Juta
Casa andara,2,3,73,1300000000,16666667,"Jl. Cilobak, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-casa-andara-oleh-untung-harsono-18631832,"0 - 1,5 M",15 - 25 Juta
Jagakarsa,2,3,110,1300000000,20000000,"Jl mesir, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-astri-18366703,"0 - 1,5 M",15 - 25 Juta
Rumah murah dalam cluster asri dan nyaman,3,5,160,1300000000,11504425,"Jalan Gandaria, Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dalam-cluster-asri-dan-nyaman-oleh-yoni-topan-18167685,"0 - 1,5 M",10 - 15 Juta
Rumah Millenial Ga Mahal Ga Beli Yakin Menyesal,3,3,100,1300000000,12871287,"Jl Aselih Kahfi I, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-millenial-ga-mahal-ga-beli-yakin-menyesal-oleh-fathur-18878000,"0 - 1,5 M",10 - 15 Juta
Grand Garden Mesir,3,3,66,1300000000,13000000,"Jl. Sirsak, Gg. H. Mesir, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-grand-garden-mesir-oleh-tri-budiono-18883874,"0 - 1,5 M",10 - 15 Juta
Rumah Baru selangkah ke jagakarsa,3,4,140,1300000000,13402062,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-selangkah-ke-jagakarsa-oleh-iko-18643482,"0 - 1,5 M",10 - 15 Juta
Rumah full Bata merah Dalem cluster Harga nego sampe jadi,3,4,140,1300000000,16250000,"Jl Moh kahfi 1 jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-full-bata-merah-dalem-cluster-harga-nego-sampe-jadi-oleh-iko-18347116,"0 - 1,5 M",15 - 25 Juta
Rumah nyaman dan strategis dekat MRT lebak bulus,3,3,100,1300000000,17808219,"Jl.Mekar Baru Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nyaman-dan-strategis-dekat-mrt-lebak-bulus-oleh-moza-17718872,"0 - 1,5 M",15 - 25 Juta
Hunia Milenial 5 menit ke MRT LB Bulus,3,3,110,1300000000,18571429,"Gunung Indah, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunia-milenial-5-menit-ke-mrt-lb-bulus-oleh-ahmad-17354837,"0 - 1,5 M",15 - 25 Juta
"CASHBACK RATUSAN JUTA RUPIAH , terdekat ke mrt ( lb )",3,3,92,1300000000,18571429,"jl.mekar baru raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cashback-ratusan-juta-rupiah-terdekat-ke-mrt-lb-oleh-fauzan-16707127,"0 - 1,5 M",15 - 25 Juta
rumah cantik pinggir jalan raya ( ftmwt ),3,3,90,1300000000,18571429,"jl. cirendeu raya, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-pinggir-jalan-raya-ftmwt-oleh-rabiatul-adewiyah-18460899,"0 - 1,5 M",15 - 25 Juta
Rumah Murah Bagus Dalam cluster,3,3,120,1300000000,19696970,"Jl.sirsak raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-bagus-dalam-cluster-oleh-jaelani-17642902,"0 - 1,5 M",15 - 25 Juta
MINI CLUSTER AKSES STRATEGIS HANYA 8 UNIT,3,3,110,1300000000,20634921,"m kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mini-cluster-akses-strategis-hanya-8-unit-oleh-allan-dody-17593628,"0 - 1,5 M",15 - 25 Juta
"Rumah di Cirendeu 5 Menit Menuju MRT, Pintu Tol Lebak Bulus, Fasilitas KOLAM RENANG, MINI GYM, Mushola",3,3,90,1300000000,21666667,"Cirendeu Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-cirendeu-5-menit-menuju-mrt-pintu-tol-lebak-bulus-fasilitas-kolam-renang-mini-gym-mushola-oleh-endang-sutisna-18902835,"0 - 1,5 M",15 - 25 Juta
Pesona Zinnia | 10 Menit ke MRT Lebak Bulus,3,3,90,1300000000,21666667,"Jl. Gn. Indah VII, Cireundeu, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-pesona-zinnia-10-menit-ke-mrt-lebak-bulus-oleh-rizqi-syuhada-18616290,"0 - 1,5 M",15 - 25 Juta
NEW CLUSTER DEKAT JALAN RAYA M KAHFI 1 JAGAKARSA,4,4,140,1300000000,16250000,"M kahfi 1, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-cluster-dekat-jalan-raya-m-kahfi-1-jagakarsa-oleh-allan-dody-17655906,"0 - 1,5 M",15 - 25 Juta
rumah impian dekat dengan mrt L. bulus dan toll ( crndeu ),3,3,100,1299000000,17320000,"jl.mekar baru raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-impian-dekat-dengan-mrt-l-bulus-dan-toll-crndeu-oleh-fauzan-16829669,"0 - 1,5 M",15 - 25 Juta
Runah fre Bpht free ajb dan notaris selangkah ke jagakarsa,3,4,145,1280000000,16000000,"Kahfi2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-runah-fre-bpht-free-ajb-dan-notaris-selangkah-ke-jagakarsa-oleh-iko-18643075,"0 - 1,5 M",15 - 25 Juta
Rumah baru free ajb dan Bphtb ✓free notaris plus Bonus ac2unit,3,3,120,1275000000,15000000,"Curug agung Tanah baru perbatasan Jagakarsa depok, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-free-ajb-dan-bphtb-free-notaris-plus-bonus-ac2unit-oleh-iko-18731100,"0 - 1,5 M",10 - 15 Juta
Rumah free Bphtb Selangkah ke Jagakarsa,3,3,110,1275000000,15000000,"M Kahfi 2 tanah baru, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-free-bphtb-selangkah-ke-jagakarsa-oleh-iko-18731727,"0 - 1,5 M",10 - 15 Juta
Cluster Modern Minimalis Bebas Banjir Di Bintaro,3,3,75,1267500000,21125000,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-modern-minimalis-bebas-banjir-di-bintaro-oleh-saryono-18446771,"0 - 1,5 M",15 - 25 Juta
Jagakarsa,1,2,60,1250000000,12500000,"Jl Moh Kahfi 1, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-ahmad-sofwan-18942240,"0 - 1,5 M",10 - 15 Juta
Rumah 2 Lantai Termuraaahh di Pejaten. Tidak Banjir.,2,4,150,1250000000,12500000,"HUBUNGI : FITRI - WA. 0812.8003.0500, Pejaten, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-termuraaahh-di-pejaten-tidak-banjir-oleh-fitri-hatta-18160397,"0 - 1,5 M",10 - 15 Juta
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18769991,"0 - 1,5 M",15 - 25 Juta
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18770151,"0 - 1,5 M",15 - 25 Juta
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18773033,"0 - 1,5 M",15 - 25 Juta
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Ciputat, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18772996,"0 - 1,5 M",15 - 25 Juta
"5 Menit Menuju MRT, Pintu Tol Lebak Bulus. Krisi Harga Turun Habis",2,3,85,1250000000,16447368,"Cirendeu Raya, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-5-menit-menuju-mrt-pintu-tol-lebak-bulus-krisi-harga-turun-habis-oleh-yahdi-syarif-18769950,"0 - 1,5 M",15 - 25 Juta
"Rumah di Cirendeu 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",2,3,85,1250000000,16447368,"Cirendeu Raya, Pondok Indah, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-cirendeu-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-18769820,"0 - 1,5 M",15 - 25 Juta
Rumah unit pojokan semi cluster,3,3,120,1250000000,14705882,"Gandaria Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-unit-pojokan-semi-cluster-oleh-iko-17145324,"0 - 1,5 M",10 - 15 Juta
"10 Menit Ke MRT, DP 0%, DP dicicil 24x, atau Cash Bertahap",3,3,85,1250000000,16447368,"Cirendeu Raya, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-10-menit-ke-mrt-dp-0-dp-dicicil-24x-atau-cash-bertahap-oleh-yahdi-syarif-18238875,"0 - 1,5 M",15 - 25 Juta
"Krisis Harga Turun Habis, Rumah 5 Menit Menuju MRT, Pintu Tol Lebak Bulus",3,3,85,1250000000,16447368,"Cirendeu Raya, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-krisis-harga-turun-habis-rumah-5-menit-menuju-mrt-pintu-tol-lebak-bulus-oleh-yahdi-syarif-17992076,"0 - 1,5 M",15 - 25 Juta
RUMAH MEWAH DAN STRATEGIS DEKAT KEMANA SAJA (C. D),3,3,100,1250000000,16666667,"JL. Mekar Baru Raya, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-dan-strategis-dekat-kemana-saja-c-d-oleh-sultan-rahmatullah-18288426,"0 - 1,5 M",15 - 25 Juta
Rumah semi clasic baru bisa KPR jagakarsa,3,3,110,1250000000,18656716,"Jl Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-semi-clasic-baru-bisa-kpr-jagakarsa-oleh-badar-muhammad-18934228,"0 - 1,5 M",15 - 25 Juta
"3 Bedrooms Rumah Jagakarsa, Jakarta Selatan, DKI Jakarta",3,3,72,1250000000,18939394,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-jagakarsa-jakarta-selatan-dki-jakarta-oleh-inung-18855671,"0 - 1,5 M",15 - 25 Juta
Rumah Mewah di Lokasi Nyaman area Jagakarsa,3,3,100,1250000000,19230769,"Kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-lokasi-nyaman-area-jagakarsa-oleh-burhan-18318232,"0 - 1,5 M",15 - 25 Juta
Hunian strategis Murah,3,3,110,1250000000,20161290,"Jl.M.Kahfi dua, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-strategis-murah-oleh-jaelani-17163191,"0 - 1,5 M",15 - 25 Juta
RUMAH 2 LANTAI SIAP HUNI DEKAT JALAN RAYA BESAR,3,3,120,1250000000,20161290,"M kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-siap-huni-dekat-jalan-raya-besar-oleh-allan-dody-18939770,"0 - 1,5 M",15 - 25 Juta
Cluster Mewah Dekat CILANDAK,3,3,120,1250000000,21551724,"Jl durian raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-mewah-dekat-cilandak-oleh-adjie-opuz-17157160,"0 - 1,5 M",15 - 25 Juta
